,date_time,age,gender,experience,seniority,salary,company_type,year,programming_language
76,2018-12-14 14:15:23,28,Male,8.0,Middle,61000.0,Product,2018,None
77,2018-12-14 14:19:00,31,Male,1.0,Middle,65000.0,Startup,2018,None
78,2018-12-14 14:20:07,29,Male,5.0,Middle,55000.0,Startup,2018,None
79,2018-12-14 14:21:25,29,Male,8.0,Senior,72000.0,Product,2018,None
80,2018-12-14 14:22:39,33,Male,0.0,Middle,90000.0,Product,2018,None
81,2018-12-14 14:26:57,31,Male,12.0,Senior,60000.0,Startup,2018,None
82,2018-12-14 14:27:10,0,Male,5.0,Middle,60000.0,Product,2018,None
83,2018-12-14 14:28:17,27,Male,10.0,Senior,87000.0,Product,2018,None
84,2018-12-14 14:29:00,30,Male,6.0,Senior,70000.0,Product,2018,None
85,2018-12-14 14:29:12,0,Female,8.0,Middle,30000.0,Startup,2018,None
86,2018-12-14 14:29:35,34,Female,5.0,Middle,55000.0,Startup,2018,None
87,2018-12-14 14:29:48,24,Unknown,3.0,Middle,57000.0,Product,2018,None
88,2018-12-14 14:31:08,44,Male,14.0,Senior,73000.0,Other,2018,None
89,2018-12-14 14:32:30,37,Male,15.0,Senior,85000.0,Startup,2018,None
90,2018-12-14 14:32:47,0,Male,4.0,Senior,65000.0,Agency,2018,None
91,2018-12-14 14:32:55,0,Male,4.0,Senior,65000.0,Agency,2018,None
92,2018-12-14 14:33:05,33,Male,0.0,Senior,58000.0,Startup,2018,None
93,2018-12-14 14:33:16,36,Male,14.0,Senior,82000.0,Product,2018,None
94,2018-12-14 14:33:48,34,Male,10.0,Senior,67000.0,Product,2018,None
95,2018-12-14 14:35:19,31,Male,12.0,Senior,65000.0,Product,2018,None
96,2018-12-14 14:35:19,25,Male,3.0,Middle,62000.0,Outsource,2018,None
97,2018-12-14 14:35:22,28,Male,6.0,Senior,62000.0,Startup,2018,None
98,2018-12-14 14:36:04,38,Male,19.0,Senior,83000.0,Product,2018,None
99,2018-12-14 14:36:57,32,Female,10.0,Senior,75000.0,Product,2018,None
100,2018-12-14 14:37:00,22,Male,2.0,Middle,50000.0,Startup,2018,None
101,2018-12-14 14:37:59,37,Male,8.0,Senior,100000.0,Agency,2018,None
102,2018-12-14 14:38:13,32,Male,10.0,Middle,75000.0,Product,2018,None
103,2018-12-14 14:39:31,40,Male,18.0,Senior,69000.0,Agency,2018,None
104,2018-12-14 14:39:33,24,Male,3.0,Middle,50000.0,Product,2018,None
105,2018-12-14 14:40:36,36,Male,10.0,Middle,73000.0,Startup,2018,None
106,2018-12-14 14:42:07,35,Male,15.0,Senior,120000.0,Product,2018,None
107,2018-12-14 14:43:15,28,Male,5.0,Senior,50000.0,Product,2018,None
108,2018-12-14 14:43:19,32,Male,3.0,Middle,58000.0,Other,2018,None
109,2018-12-14 14:45:08,33,Male,11.0,Senior,65000.0,Product,2018,None
110,2018-12-14 14:46:20,36,Female,3.0,Middle,30000.0,Product,2018,None
111,2018-12-14 14:46:28,32,Male,0.0,Senior,80000.0,Startup,2018,None
112,2018-12-14 14:46:54,32,Male,10.0,Senior,70000.0,Startup,2018,None
113,2018-12-14 14:48:13,32,Male,4.0,Senior,65000.0,Product,2018,None
114,2018-12-14 14:48:46,31,Male,12.0,Senior,78600.0,Product,2018,None
115,2018-12-14 14:51:20,34,Male,13.0,Senior,70000.0,Product,2018,None
116,2018-12-14 14:54:00,0,Male,5.0,Senior,60000.0,Product,2018,None
117,2018-12-14 14:56:28,32,Male,6.0,Senior,78000.0,Startup,2018,None
118,2018-12-14 14:57:07,34,Male,17.0,Senior,70000.0,Startup,2018,None
119,2018-12-14 14:58:17,32,Male,8.0,Middle,89000.0,Product,2018,None
120,2018-12-14 15:00:18,27,Female,0.5,Junior,60000.0,Product,2018,None
121,2018-12-14 15:01:21,31,Female,5.0,Middle,60000.0,Product,2018,None
122,2018-12-14 15:02:04,32,Male,9.0,Senior,72000.0,Product,2018,None
123,2018-12-14 15:02:23,0,Male,3.0,Middle,43000.0,Product,2018,None
124,2018-12-14 15:04:23,27,Male,7.0,Senior,72000.0,Product,2018,None
125,2018-12-14 15:05:01,30,Male,7.0,Senior,65000.0,Startup,2018,None
126,2018-12-14 15:05:08,34,Male,5.0,Senior,85000.0,Agency,2018,None
127,2018-12-14 15:08:12,30,Male,8.0,Senior,55000.0,Product,2018,None
128,2018-12-14 15:08:33,24,Male,4.0,Middle,65000.0,Startup,2018,None
129,2018-12-14 15:09:01,28,Female,4.0,Middle,56000.0,Product,2018,None
130,2018-12-14 15:11:21,39,Male,10.0,Senior,107000.0,Product,2018,None
131,2018-12-14 15:11:22,29,Male,3.0,Middle,60000.0,Product,2018,None
132,2018-12-14 15:12:01,34,Male,7.0,Senior,70000.0,Startup,2018,None
133,2018-12-14 15:12:19,30,Male,6.0,Middle,60000.0,Product,2018,None
134,2018-12-14 15:14:28,35,Male,15.0,Senior,62000.0,Product,2018,None
135,2018-12-14 15:18:07,37,Male,14.0,Senior,78000.0,Startup,2018,None
136,2018-12-14 15:18:58,25,Male,0.0,Junior,60000.0,Industry,2018,None
137,2018-12-14 15:20:33,37,Male,15.0,Senior,54000.0,Product,2018,None
138,2018-12-14 15:21:25,27,Female,4.0,Middle,46000.0,E-Commerce firm,2018,None
139,2018-12-14 15:21:26,30,Male,7.0,Middle,64000.0,Product,2018,None
140,2018-12-14 15:22:45,33,Male,10.0,Senior,65000.0,Product,2018,None
141,2018-12-14 15:23:40,32,Male,5.0,Middle,58000.0,Startup,2018,None
142,2018-12-14 15:24:22,0,Male,13.0,Senior,75000.0,Product,2018,None
143,2018-12-14 15:27:36,30,Male,8.0,Senior,95000.0,Product,2018,None
144,2018-12-14 15:30:21,27,Female,5.0,Middle,60000.0,Product,2018,None
145,2018-12-14 15:30:27,28,Male,6.0,Middle,53000.0,Product,2018,None
146,2018-12-14 15:31:13,30,Male,3.0,Middle,69000.0,Product,2018,None
147,2018-12-14 15:31:33,39,Male,20.0,Senior,84000.0,Product,2018,None
148,2018-12-14 15:32:58,26,Male,5.0,Senior,52000.0,Startup,2018,None
149,2018-12-14 15:34:50,0,Male,12.0,Senior,85000.0,Product,2018,None
150,2018-12-14 15:36:26,30,Male,7.0,Senior,75000.0,Other,2018,None
151,2018-12-14 15:44:27,0,Male,6.0,Senior,63000.0,Product,2018,None
152,2018-12-14 15:44:57,39,Male,17.0,Senior,87000.0,Product,2018,None
153,2018-12-14 15:47:44,35,Female,14.0,Senior,65000.0,Startup,2018,None
154,2018-12-14 15:50:50,30,Female,3.0,Middle,50400.0,Startup,2018,None
155,2018-12-14 15:54:33,26,Male,6.0,Senior,65000.0,Product,2018,None
156,2018-12-14 15:55:41,0,Male,19.0,Senior,85000.0,Product,2018,None
157,2018-12-14 15:56:16,27,Male,2.5,Senior,66000.0,Startup,2018,None
158,2018-12-14 15:56:57,43,Female,0.5,Junior,32000.0,Product,2018,None
159,2018-12-14 15:58:16,42,Male,15.0,Middle,42000.0,Product,2018,None
160,2018-12-14 16:11:51,31,Male,11.0,Senior,65000.0,Product,2018,None
161,2018-12-14 16:13:11,34,Male,8.0,Middle,74000.0,Startup,2018,None
162,2018-12-14 16:14:28,0,Male,10.0,Senior,75000.0,Startup,2018,None
163,2018-12-14 16:15:58,30,Male,8.0,Senior,72500.0,Product,2018,None
164,2018-12-14 16:18:51,37,Male,7.0,Senior,53000.0,Product,2018,None
165,2018-12-14 16:22:31,0,Male,13.0,Senior,102000.0,Product,2018,None
166,2018-12-14 16:23:37,27,Male,11.0,Senior,60000.0,Product,2018,None
167,2018-12-14 16:28:22,30,Male,10.0,Senior,75000.0,Product,2018,None
168,2018-12-14 16:34:10,33,Male,15.0,Senior,85000.0,Other,2018,None
169,2018-12-14 16:36:10,38,Male,12.0,Senior,60000.0,Consulting,2018,None
170,2018-12-14 16:37:06,35,Male,9.0,Senior,60000.0,Startup,2018,None
171,2018-12-14 16:39:31,36,Male,15.0,Senior,85000.0,Product,2018,None
172,2018-12-14 16:59:14,25,Male,5.0,Middle,50000.0,Startup,2018,None
173,2018-12-14 16:59:45,32,Male,5.0,Unknown,60000.0,Product,2018,None
174,2018-12-14 17:00:26,35,Male,5.0,Middle,35000.0,Product,2018,None
175,2018-12-14 17:01:05,29,Male,8.0,Senior,75000.0,Agency,2018,None
176,2018-12-14 17:06:24,30,Female,4.0,Middle,58000.0,Product,2018,None
177,2018-12-14 17:09:17,33,Male,12.0,Senior,75000.0,Internal development for a non-IT company,2018,None
178,2018-12-14 17:09:32,30,Male,8.0,Senior,70000.0,Startup,2018,None
179,2018-12-14 17:11:47,30,Male,11.0,Senior,65000.0,Startup,2018,None
180,2018-12-14 17:13:28,31,Female,8.0,Senior,55800.0,Product,2018,None
181,2018-12-14 17:28:55,26,Male,4.0,Middle,55000.0,Product,2018,None
182,2018-12-14 17:36:48,27,Male,5.0,Middle,55000.0,Product,2018,None
183,2018-12-14 17:45:50,34,Male,7.0,Senior,70000.0,Product,2018,None
184,2018-12-14 17:47:16,35,Male,12.0,Senior,63000.0,Product,2018,None
185,2018-12-14 17:47:38,29,Male,8.0,Senior,115000.0,Product,2018,None
186,2018-12-14 17:52:18,28,Male,2.0,Middle,52000.0,Agency,2018,None
187,2018-12-14 17:54:53,39,Male,13.0,Senior,176000.0,Product,2018,None
188,2018-12-14 17:55:01,35,Male,14.0,Senior,70000.0,Startup,2018,None
189,2018-12-14 18:09:11,31,Female,7.0,Senior,44000.0,Product,2018,None
190,2018-12-14 18:09:27,26,Male,2.5,Middle,50000.0,Startup,2018,None
191,2018-12-14 18:12:52,26,Male,4.0,Middle,58000.0,Agency,2018,None
192,2018-12-14 18:16:05,0,Male,9.0,Middle,60000.0,Startup,2018,None
193,2018-12-14 18:19:11,42,Male,3.0,Senior,60000.0,Personaldienstleister,2018,None
194,2018-12-14 18:19:43,27,Male,3.0,Senior,64000.0,Startup,2018,None
195,2018-12-14 18:19:59,38,Male,5.0,Senior,80000.0,Product,2018,None
196,2018-12-14 18:21:16,24,Male,2.0,Middle,58000.0,Startup,2018,None
197,2018-12-14 18:22:41,32,Male,8.0,Senior,95000.0,Product,2018,None
198,2018-12-14 18:23:04,28,Female,6.0,Middle,50000.0,Startup,2018,None
199,2018-12-14 18:23:11,31,Male,13.0,Senior,90000.0,Product,2018,None
200,2018-12-14 18:30:31,31,Male,12.0,Senior,75000.0,Product,2018,None
201,2018-12-14 18:44:00,31,Male,4.0,Senior,46000.0,Startup,2018,None
202,2018-12-14 18:47:44,30,Male,5.0,Middle,80000.0,Product,2018,None
203,2018-12-14 18:48:00,36,Male,5.0,Senior,92000.0,Agency,2018,None
204,2018-12-14 18:51:51,24,Male,4.0,Middle,60000.0,Agency,2018,None
205,2018-12-14 18:59:10,33,Male,13.0,Senior,90000.0,Other,2018,None
206,2018-12-14 19:01:15,34,Female,6.0,Middle,63000.0,Product,2018,None
207,2018-12-14 19:02:11,29,Male,8.0,Senior,75000.0,Product,2018,None
208,2018-12-14 19:03:58,0,Female,0.0,Senior,55000.0,Startup,2018,None
209,2018-12-14 19:04:15,22,Male,1.5,Junior,70000.0,Product,2018,None
210,2018-12-14 19:05:11,42,Male,20.0,Senior,74000.0,Startup,2018,None
211,2018-12-14 19:07:54,29,Male,5.0,Middle,65000.0,Product,2018,None
212,2018-12-14 19:08:18,29,Male,6.0,Senior,125000.0,Product,2018,None
213,2018-12-14 19:12:42,35,Male,10.0,Senior,68000.0,Product,2018,None
214,2018-12-14 19:13:13,36,Male,13.0,Senior,80000.0,Startup,2018,None
215,2018-12-14 19:28:23,29,Male,7.0,Senior,40000.0,Product,2018,None
216,2018-12-14 19:38:07,28,Male,5.0,Middle,60000.0,Agency,2018,None
217,2018-12-14 19:38:08,32,Male,13.0,Senior,65000.0,Startup,2018,None
218,2018-12-14 19:43:14,38,Male,15.0,Senior,92000.0,Product,2018,None
219,2018-12-14 19:52:50,31,Male,8.0,Senior,75000.0,Startup,2018,None
220,2018-12-14 19:54:14,0,Female,5.0,Senior,70000.0,ipo,2018,None
221,2018-12-14 19:54:47,38,Female,16.0,Middle,58000.0,Product,2018,None
222,2018-12-14 20:13:28,30,Male,6.0,Senior,76000.0,e-commerce,2018,None
223,2018-12-14 20:30:03,0,Male,9.0,Senior,75000.0,Product,2018,None
224,2018-12-14 20:35:49,27,Male,6.0,Senior,65000.0,Startup,2018,None
225,2018-12-14 20:41:56,27,Male,6.0,Senior,75000.0,Product,2018,None
226,2018-12-14 20:53:08,36,Male,12.0,Senior,80000.0,Product,2018,None
227,2018-12-14 21:02:32,32,Male,9.0,Senior,80000.0,Outsource,2018,None
228,2018-12-14 21:12:47,36,Male,10.0,Unknown,83000.0,Product,2018,None
229,2018-12-14 21:16:32,0,Male,11.0,Senior,80000.0,Product,2018,None
230,2018-12-14 21:19:11,32,Male,5.0,Senior,87000.0,Startup,2018,None
231,2018-12-14 21:19:23,0,Male,9.0,Senior,80000.0,Product,2018,None
232,2018-12-14 21:21:01,26,Male,3.0,Middle,58000.0,Product,2018,None
233,2018-12-14 21:51:41,39,Male,15.0,Senior,68000.0,Startup,2018,None
234,2018-12-14 22:07:16,25,Male,3.0,Middle,48500.0,Product,2018,None
235,2018-12-14 22:08:18,0,Male,0.0,Senior,72000.0,Product,2018,None
236,2018-12-14 22:11:43,31,Male,0.0,Junior,49000.0,Product,2018,None
237,2018-12-14 22:22:32,52,Male,7.0,Middle,34000.0,Other,2018,None
238,2018-12-14 22:23:19,26,Male,5.0,Middle,68000.0,Product,2018,None
239,2018-12-14 22:24:18,28,Male,7.0,Senior,75000.0,Startup,2018,None
240,2018-12-14 22:26:29,31,Male,10.0,Senior,95000.0,Startup,2018,None
241,2018-12-14 22:30:49,26,Male,7.0,Middle,70500.0,Product,2018,None
242,2018-12-14 22:33:44,32,Male,12.0,Senior,65000.0,Product,2018,None
243,2018-12-14 22:33:46,50,Female,20.0,Senior,96000.0,Product,2018,None
244,2018-12-14 22:34:49,22,Male,5.0,Middle,65000.0,Product,2018,None
245,2018-12-14 22:46:56,34,Male,11.0,Senior,83000.0,Product,2018,None
246,2018-12-14 22:51:33,0,Female,4.0,Middle,78000.0,Product,2018,None
247,2018-12-14 23:07:56,33,Female,4.0,Middle,45000.0,Startup,2018,None
248,2018-12-14 23:32:06,0,Male,8.0,Middle,65000.0,Product,2018,None
249,2018-12-14 23:40:57,37,Male,10.0,Senior,120000.0,Product,2018,None
250,2018-12-14 23:53:16,38,Male,5.0,Senior,85000.0,Product,2018,None
251,2018-12-14 23:55:34,0,Male,3.0,Middle,65000.0,Product,2018,None
252,2018-12-15 00:16:42,37,Male,15.0,Senior,65000.0,Product,2018,None
253,2018-12-15 00:27:54,34,Male,10.0,Senior,86000.0,Product,2018,None
254,2018-12-15 00:29:01,28,Male,3.0,Middle,68000.0,Product,2018,None
255,2018-12-15 00:31:39,31,Male,11.0,Senior,61000.0,Product,2018,None
256,2018-12-15 00:51:51,25,Male,5.0,Senior,60000.0,Product,2018,None
257,2018-12-15 01:05:26,25,Male,4.0,Middle,48000.0,Agency,2018,None
258,2018-12-15 01:09:43,29,Male,10.0,Senior,75000.0,Startup,2018,None
259,2018-12-15 01:19:44,28,Male,5.0,Middle,65000.0,Product,2018,None
260,2018-12-15 01:42:11,49,Male,20.0,Senior,120000.0,Other,2018,None
261,2018-12-15 01:59:53,38,Male,18.0,Senior,84000.0,Agency,2018,None
262,2018-12-15 03:11:43,26,Male,4.0,Middle,54000.0,Product,2018,None
263,2018-12-15 03:41:51,25,Female,1.0,Junior,40000.0,Product,2018,None
264,2018-12-15 05:40:22,43,Male,10.0,Senior,61000.0,Product,2018,None
265,2018-12-15 06:04:26,35,Male,15.0,Senior,85000.0,Product,2018,None
266,2018-12-15 07:10:41,31,Male,2.5,Unknown,35000.0,Agency,2018,None
267,2018-12-15 07:21:46,27,Male,6.0,Senior,68000.0,Startup,2018,None
268,2018-12-15 07:45:54,33,Male,12.0,Senior,75000.0,Startup,2018,None
269,2018-12-15 08:33:32,0,Male,10.0,Senior,96000.0,Product,2018,None
270,2018-12-15 08:40:51,40,Male,15.0,Senior,70000.0,Product,2018,None
271,2018-12-15 08:57:08,32,Male,5.0,Senior,55000.0,Product,2018,None
272,2018-12-15 09:05:31,0,Male,10.0,Senior,50000.0,Product,2018,None
273,2018-12-15 09:06:45,0,Female,10.0,Senior,57000.0,Product,2018,None
274,2018-12-15 09:16:51,32,Male,8.0,Senior,60000.0,Product,2018,None
275,2018-12-15 09:25:30,31,Female,10.0,Senior,44000.0,Startup,2018,None
276,2018-12-15 09:26:39,36,Male,10.0,Senior,95000.0,Product,2018,None
277,2018-12-15 09:37:47,0,Female,5.0,Middle,55000.0,Startup,2018,None
278,2018-12-15 10:03:26,0,Male,18.0,Senior,67000.0,Product,2018,None
279,2018-12-15 10:11:07,31,Female,8.0,Middle,46000.0,Product,2018,None
280,2018-12-15 10:12:07,30,Male,9.0,Senior,90000.0,Agency,2018,None
281,2018-12-15 10:26:31,33,Male,11.0,Senior,92000.0,Other,2018,None
282,2018-12-15 10:27:44,33,Male,16.0,Senior,95000.0,Product,2018,None
283,2018-12-15 10:29:47,38,Male,5.0,Senior,70000.0,Startup,2018,None
284,2018-12-15 10:40:52,30,Male,11.0,Senior,115000.0,Other,2018,None
285,2018-12-15 10:43:27,28,Male,7.0,Senior,70000.0,Startup,2018,None
286,2018-12-15 10:45:12,37,Male,17.0,Middle,35000.0,Product,2018,None
287,2018-12-15 10:47:27,26,Male,7.0,Senior,60000.0,Product,2018,None
288,2018-12-15 10:50:57,31,Male,9.0,Senior,90000.0,Product,2018,None
289,2018-12-15 10:51:04,31,Male,9.0,Senior,90000.0,Product,2018,None
290,2018-12-15 10:52:39,37,Male,17.0,Senior,80000.0,Startup,2018,None
291,2018-12-15 10:52:50,0,Male,5.0,Middle,90000.0,Product,2018,None
292,2018-12-15 10:55:32,33,Male,13.0,Senior,72000.0,Startup,2018,None
293,2018-12-15 10:58:28,38,Male,5.0,Senior,55000.0,Agency,2018,None
294,2018-12-15 11:02:41,30,Male,2.5,Middle,52000.0,Product and Projects,2018,None
295,2018-12-15 11:04:08,37,Male,10.0,Senior,53000.0,Product,2018,None
296,2018-12-15 11:12:37,30,Male,8.0,Senior,72000.0,Product,2018,None
297,2018-12-15 11:13:19,31,Male,12.0,Senior,80000.0,Other,2018,None
298,2018-12-15 11:13:33,41,Male,20.0,Unknown,200000.0,Startup,2018,None
299,2018-12-15 11:14:22,27,Male,5.0,Middle,63000.0,E-Commerce,2018,None
300,2018-12-15 11:17:09,30,Male,0.0,Senior,73300.0,Product,2018,None
301,2018-12-15 11:22:15,0,Male,10.0,Senior,115000.0,Development,2018,None
302,2018-12-15 11:27:53,34,Male,12.0,Senior,73500.0,Product,2018,None
303,2018-12-15 11:33:00,31,Male,10.0,Senior,83000.0,Product,2018,None
304,2018-12-15 11:38:11,33,Male,7.0,Senior,42000.0,Outsource,2018,None
305,2018-12-15 11:44:15,39,Female,5.0,Middle,56000.0,Product,2018,None
306,2018-12-15 11:45:48,30,Male,9.0,Senior,130000.0,Product,2018,None
307,2018-12-15 12:07:50,30,Male,0.0,Senior,70000.0,Startup,2018,None
308,2018-12-15 12:11:10,24,Male,5.0,Middle,45000.0,Startup,2018,None
309,2018-12-15 12:15:22,0,Male,7.0,Senior,57000.0,Product,2018,None
310,2018-12-15 12:16:26,29,Female,4.0,Middle,58000.0,Startup,2018,None
311,2018-12-15 12:18:59,30,Male,8.0,Senior,65000.0,Other,2018,None
312,2018-12-15 12:21:06,23,Male,5.0,Senior,47500.0,Product,2018,None
313,2018-12-15 12:22:50,33,Male,12.0,Middle,70000.0,Product,2018,None
314,2018-12-15 12:24:14,21,Male,4.0,Middle,90000.0,Product,2018,None
315,2018-12-15 12:32:35,0,Female,5.0,Middle,50000.0,Startup,2018,None
316,2018-12-15 12:37:08,33,Male,12.0,Senior,85000.0,Product,2018,None
317,2018-12-15 12:39:12,30,Male,8.0,Senior,65000.0,Product,2018,None
318,2018-12-15 12:39:49,34,Male,5.0,Middle,62000.0,Other,2018,None
319,2018-12-15 12:40:24,40,Male,20.0,Senior,60000.0,Product,2018,None
320,2018-12-15 12:43:25,28,Female,8.0,Middle,66000.0,Agency,2018,None
321,2018-12-15 12:44:08,32,Male,15.0,Senior,75000.0,Product,2018,None
322,2018-12-15 13:00:03,37,Male,0.0,Middle,70000.0,Product,2018,None
323,2018-12-15 13:05:32,33,Male,10.0,Senior,65000.0,Product,2018,None
324,2018-12-15 13:05:37,33,Male,10.0,Senior,65000.0,Product,2018,None
325,2018-12-15 13:09:24,28,Male,6.0,Senior,70000.0,Product,2018,None
326,2018-12-15 13:10:58,0,Female,7.0,Senior,62000.0,Product,2018,None
327,2018-12-15 13:12:36,22,Female,1.0,Middle,55000.0,Startup,2018,None
328,2018-12-15 13:17:44,30,Male,5.0,Senior,60000.0,Startup,2018,None
329,2018-12-15 13:22:45,25,Male,5.0,Middle,56000.0,Product,2018,None
330,2018-12-15 14:03:17,33,Male,10.0,Middle,65000.0,Product,2018,None
331,2018-12-15 14:24:35,25,Male,6.0,Middle,78000.0,Product,2018,None
332,2018-12-15 14:44:59,25,Male,4.0,Senior,60000.0,Other,2018,None
333,2018-12-15 14:53:13,35,Male,12.0,Senior,85000.0,Product,2018,None
334,2018-12-15 15:11:34,34,Female,12.0,Senior,61000.0,Product,2018,None
